ClassName,ID,English_Original,Vietnamese_Current
Ch90,kawaHello_kawa_004,I'm joking. It's just gonna be boring if you don't follow me.,Tôi đang nói đùa. Sẽ thật nhàm chán nếu bạn không theo dõi tôi.
Ch90,kawaPresents_kawa_001,I'm KAWABATA. But you can call me KAWA. It's written in caps on your screen so you can remember it... Got it ?,Tôi là KAWABATA. Nhưng bạn có thể gọi tôi là KAWA. Nó được viết hoa trên màn hình của bạn để bạn có thể nhớ nó... Hiểu chưa?
Ch90,kawaPresents_kawa_002,"...I really hope you've enabled the subtitles because otherwise, you're probably lost.","...Tôi thực sự hy vọng bạn đã bật phụ đề vì nếu không, bạn có thể sẽ bị lạc."
Ch90,kawaPresents_kawa_003,"Cut the crap: I'm coming right off Lyoko Conquerors, one of the other projects from Immudelki.","Nói nhảm đi: Tôi sắp ra mắt Lyoko Cónquerors, một trong những dự án khác của Immudelki."
Ch90,kawaPresents_kawa_004,He wanted me to make some advertisment. That's nuts! But... apparently marketing is important...,Anh ấy muốn tôi thực hiện một số quảng cáo. Thật điên rồ! Nhưng... rõ ràng việc tiếp thị rất quan trọng...
Ch90,kawaPresents_kawa_005,I hope you appreciate the effort. I had to let down MY William for this appearance.,Tôi hy vọng bạn đánh giá cao nỗ lực này. Tôi đã phải thất vọng về William CỦA TÔI vì lần xuất hiện này.
Ch90,kawaPresents_kawa_006,"Although, at least, MY William isn't bathing in its own blood.","Mặc dù vậy, ít nhất, William CỦA TÔI không tắm trong máu của chính mình."
Ch90,kawaPresents_kawa_007,"By the way, did you liked it? The 3.4.2 Immu's Room?","Nhân tiện, bạn có thích nó không? Phòng của Immu 3.4.2?"
Ch90,kawaPresents_kawa_008,"Frankly I found that to be quite unpleasant!
Like 'woouh I added some blood and stuff'...","Thành thật mà nói tôi thấy điều đó khá khó chịu!
Kiểu như 'woouh tôi đã thêm chút máu và thứ gì đó'..."
Ch90,kawaPresents_kawa_009,"But hopefully for you, ME, I AM super nice.","Nhưng hy vọng đối với bạn, TÔI, TÔI siêu đẹp."
Ch90,kawaPresents_kawa_010,"That's why I prefer to warn you.
What's coming next is super weird.","Đó là lý do tại sao tôi muốn cảnh báo bạn.
Những gì sắp xảy ra tiếp theo là siêu kỳ lạ."
Ch90,kawaPresents_kawa_011,Like....worse than William bathing in his own blood... Are you ready?,Giống như...tệ hơn cả việc William tắm trong máu của chính mình... Bạn đã sẵn sàng chưa?
Ch90,kawaPresents_kawa_012,Get inside!,Vào trong đi!
Ch90,scannerArrival_kawa_001,Jeez...I think I'm stuck into this scanner.,Trời ạ...tôi nghĩ tôi đang bị mắc kẹt trong cái scanners này rồi.
Ch90,scannerArrival_kawa_002,I had planned a little tour of the factory and all...,Tôi đã lên kế hoạch đi tham quan nhà máy một chút và tất cả...
Ch90,scannerArrival_kawa_003,"Hey!
Are you planning to help me or not?","Chào!
Bạn có định giúp tôi hay không?"
Ch90,scannerArrival_kawa_004,"Come on, if you help me, I'll tell you everything about the blue return to the past!","Nào, nếu bạn giúp tôi, tôi sẽ kể cho bạn nghe mọi chuyện về màu xanh trở về quá khứ!"
Ch90,scannerLeaves_kawa_001,At last! I was starting to get rusty...,Cuối cùng! Tôi bắt đầu thấy rỉ sét...
Ch90,scannerLeaves_kawa_002,"Everything's good, champion! I think it's activating...","Mọi thứ đều tốt, nhà vô địch! Tôi nghĩ nó đang kích hoạt..."
Ch90,scannerLeaves_kawa_003,About the blue return to the past...I lied. I don't know anything about what Immu is planning...,Về màu xanh trở về quá khứ...Tôi đã nói dối. Tôi không biết Immu đang lên kế hoạch gì...
Ch90,scannerLeaves_kawa_004,"Seriously, does he want to do a rainbow?
We already have grey, orange, green, blue...","Nghiêm túc mà nói, anh ấy có muốn làm cầu vồng không?
Chúng tôi đã có màu xám, cam, xanh lá cây, xanh dương..."
Ch90,scannerLeaves_kawa_005,"What is that going to be?
Yellow? Red? ...Purple?","Điều đó sẽ là gì?
Màu vàng? Màu đỏ? ...Màu tím?"
Ch90,scannerLeaves_kawa_006,I hate purple...,Tôi ghét màu tím...
Ch90,scannerLeaves_kawa_007,But I didn't lie about weird things. There's more to come down there.,Nhưng tôi không nói dối về những điều kỳ lạ. Còn nhiều thứ để đi xuống đó.
Ch90,scannerLeaves_kawa_008,"We'll probably see each other one day?
Around a cup of tea, something like that?","Chắc một ngày nào đó chúng ta sẽ gặp lại nhau phải không?
Xung quanh một tách trà, một cái gì đó như thế?"
Ch90,scannerOther_kawa_001,"Well...If you find a way to send me back, tell me...","Chà...nếu bạn tìm được cách đưa tôi trở lại, hãy nói với tôi..."
Ch90,scannerOther_kawa_002,That's really amateur work...,Đó thực sự là một công việc nghiệp dư...
Ch90,scannerOther_kawa_003,Anyway. I have to leave.,Dù sao. Tôi phải rời đi.
Ch90,scannerOther_kawa_004,"Have to fight Xana, all that...
And, also, I have rehearsal to do.","Phải chiến đấu với Xana, tất cả những điều đó...
Ngoài ra, tôi còn phải diễn tập."
Ch90,scannerPlus_kawa_001,See ya in the frontier!,Hẹn gặp lại ở biên giới!
Ch90,scannerPlus_kawa_002,See ya!,Hẹn gặp lại!
Ch91,fqAreYou_question_tidus,Have we met?,Chúng ta đã gặp nhau chưa?
Ch91,fqAreYou_kawa_001,"Yeah, it was in the frontier. Such a lonely place...","Vâng, nó ở biên giới. Một nơi cô đơn như vậy..."
Ch91,fqAreYou_kawa_002,"Last time we saw each other, you were heading for the supercomputer to put on a neural headset.","Lần trước chúng ta gặp nhau, bạn đang hướng tới siêu máy tính để đeo tai nghe thần kinh."
Ch91,fqAreYou_kawa_003,"I'm from LyokoConquerors, one of other games by Immu, the creator of IFSCL.","Tôi đến từ LyokoCónquerors, một trong những trò chơi khác của Immu, người tạo ra IFSCL."
Ch91,fqAreYou_kawa_004,I was happy to be William's Sidekick during his time on Lyoko...,Tôi rất vui khi được làm Sidekick của William trong thời gian anh ấy ở Lyoko...
Ch91,fqAreYou_kawa_005,Unfortunately...,Không may thay...
Ch91,fqAreYou_kawa_006,...The game changed many times and the role that I had kinda disappeared.,...Trò chơi đã thay đổi nhiều lần và vai trò của tôi gần như đã biến mất.
Ch91,fqRecap_question_tidus,Did you show me something before?,Trước đây bạn có cho tôi xem thứ gì không?
Ch91,fqRecap_kawa_001,"Some unconscious Lyokowarriors, some phones, a weird crack in the wall, a smashed bay room...","Một số chiến binh Lyoko bất tỉnh, một số điện thoại, một vết nứt kỳ lạ trên tường, một căn phòng bị đập nát..."
Ch91,fqRecap_kawa_002,... A mysterious CD...,... Một chiếc CD bí ẩn...
Ch91,fqRecap_kawa_003,You know... Rooms are mostly made for experimental stuff!,Bạn biết đấy... Phòng hầu hết được làm để dành cho những thứ thử nghiệm!
Ch91,fqKnowYou_question_tidus,I know you!,Tôi biết bạn!
Ch91,fqKnowYou_kawa_001,At last! Do you know how many months I've waited for you?,Cuối cùng! Em có biết anh đã đợi em bao nhiêu tháng không?
Ch91,fqKnowYou_kawa_002,Anyway... Welcome to my place!,Dù sao... Chào mừng đến chỗ của tôi!
Ch91,fqKnowYou_kawa_003,"Well, <i>my place</i>- I borrowed some stuff.
Don't you ever wonder where the chests came from?","À,<i>chỗ của tôi</i>- Tôi mượn một số thứ.
Bạn có bao giờ thắc mắc những chiếc rương đến từ đâu không?"
Ch91,fqAppearance_question_tidus,Why do I look like... that ?,Tại sao tôi lại trông giống... thế kia?
Ch91,fqAppearance_kawa_001,"Don't look at me, I didn't get to choose the avatar!","Đừng nhìn tôi, tôi không được chọn avatar!"
Ch91,fqAppearance_kawa_002,The creator loves the game which this avatar comes from.,Người sáng tạo yêu thích trò chơi mà hình đại diện này xuất phát.
Ch91,fqAppearance_kawa_003,"(Seriously, who can play the same game for over 10 years straight?)","(Nghiêm túc mà nói, ai có thể chơi cùng một trò chơi trong hơn 10 năm liền?)"
Ch91,fqAppearance_kawa_004,I would have put you in William's clothes if I could.,Nếu có thể tôi sẽ cho cậu mặc quần áo của William.
Ch91,fqWhatToDo_question_tidus,What should I do?,tớ nên làm gì?
Ch91,fqWhatToDo_kawa_001,All of that is some prototype that helps shaping the future of the game. It's technical stuff.,Tất cả những điều đó chỉ là nguyên mẫu giúp định hình tương lai của trò chơi. Đó là thứ kỹ thuật.
Ch91,fqWhatToDo_kawa_002,"I'll let you wander around.
When you're done... Well you can leave by the same place you came in.","tớ sẽ để cậu đi lang thang xung quanh.
Khi xong việc... cậu có thể rời đi ở đúng nơi cậu đã đến."
Ch91,fqWhatToDo_kawa_003,"Oh and be careful, there's some glitches.","Ồ và hãy cẩn thận, có một số trục trặc."
Ch91,fqManiac_question_tidus,Any advice?,Có lời khuyên nào không?
Ch91,fqManiac_kawa_001,"If you ask me, I would advise you not to trust the creator. He's meniacally meticulous, and while that's pretty and all...","Nếu bạn hỏi tôi, tôi khuyên bạn không nên tin tưởng vào người sáng tạo. Anh ấy tỉ mỉ một cách điên cuồng, và mặc dù điều đó thật đẹp đẽ và..."
Ch91,fqManiac_kawa_002,He'll use those details against you to lure you away from the truth.,Anh ta sẽ dùng những chi tiết đó để chống lại bạn để dụ bạn rời xa sự thật.
Ch91,fqBye_question_tidus,Bye.,Tạm biệt.
Ch91,fqBye_kawa_001,Good luck!,Chúc may mắn!
Ch91,soBored_kawa_001,I'm so bored.,Tôi chán quá.
Ch91,evenHere_kawa_001,Why am I even here in the first place?,Tại sao ngay từ đầu tôi lại ở đây?
Ch91,noPlace_kawa_001,There's no place for me anymore.,Không còn chỗ cho tôi nữa.
Ch91,shouldStop_kawa_001,Maybe I should end this...,Có lẽ tôi nên kết thúc chuyện này...
Ch91,timesUp_kawa_001,Maybe my time is up.,Có lẽ thời gian của tôi đã hết.
Ch91,diary_kawa_001,Dear player.,Người chơi thân mến.
Ch91,diary_kawa_002,This is my final message. I hope you have made great discoveries with me.,Đây là thông điệp cuối cùng của tôi. Tôi hy vọng bạn đã có những khám phá tuyệt vời với tôi.
Ch91,diary_kawa_003,I'm not sure those discoveries will be relevant anytime soon though- but we never know.,"Tuy nhiên, tôi không chắc những khám phá đó sẽ sớm có liên quan - nhưng chúng tôi không bao giờ biết."
Ch91,diary_kawa_004,Now I have to go for good. We'll see each other again in a few years... I hope.,Bây giờ tôi phải đi vĩnh viễn. Chúng ta sẽ gặp lại nhau sau vài năm nữa... Tôi hy vọng vậy.
Ch91,diary_kawa_005,I promised you a tea after all.,Rốt cuộc thì tôi đã hứa với bạn một tách trà.
Ch91,diary_kawa_006,"All the best,
Kawa","Mọi điều tốt đẹp nhất,
Kawa"
Ch91,intro_tidus_001,[HIDENAME]I thought about a lot of things...,[HIDENAME]Tôi đã nghĩ về rất nhiều thứ...
Ch91,intro_tidus_002,"[HIDENAME]Like... Where I was, what I got myself into?","[HIDENAME]Giống như... Tôi đang ở đâu, tôi đang vướng vào chuyện gì?"
Ch91,intro_tidus_003,"[HIDENAME]I think, I had a dream.","[HIDENAME]Tôi nghĩ, tôi đã có một giấc mơ."
ChLost,"DO NOT TRANSLATE
Cutscenes bits cut from chapters that needs to be replaced.",,
ChLost,ca-congrats_sergei_001,Congratulations on your promotion to professor.,Chúc mừng bạn đã được thăng chức giáo sư.
ChLost,ca-congrats_sergei_002,Oh...Thanks Sergeï!,Ồ...Cảm ơn Sergeï!
ChLost,ca-youSaw_waldo_001,Did you see? Sergei congratulated me!,Bạn có thấy không? Sergei đã chúc mừng tôi!
ChLost,ca-youSaw_philippe_001,"So, you think that makes him a saint? He's from the East!",Vậy bạn nghĩ điều đó khiến ông ấy trở thành một vị thánh? Anh ấy đến từ phương Đông!
ChLost,ca-youSaw_waldo_002,Aren't you going to bring up your prejudices again? This is precisely the kind of project that aims to break down barriers.,Bạn sẽ không nhắc lại những thành kiến ​​của mình nữa chứ? Đây chính xác là loại dự án nhằm mục đích phá vỡ các rào cản.
ChLost,ca-youSaw_philippe_002,"No, you're right. It's good. Maybe he'll become less unpleasant.","Không, bạn nói đúng. Nó tốt. Có lẽ anh ấy sẽ bớt khó chịu hơn."
ChLost,ca-youSaw_waldo_003,"There, you're the one who's the most unpleasant.","Ở đó, bạn là người khó chịu nhất."
ChLost,dryer_ulrich_001,"Yeah, that's funny, but sometimes you freak out when you plug in your hair dryer.","Vâng, điều đó thật buồn cười, nhưng đôi khi cậu cảm thấy lo lắng khi cắm máy sấy tóc vào."
ChLost,dryer_odd_001,You're afraid Xana will come and electrocute you.,cậu sợ Xana sẽ đến và giật điện cậu.
ChLost,dryer_odd_002,"Whatever, I'm just afraid of drying them out too much. I have a sensitive scalp.","Sao cũng được, tớ chỉ sợ chúng bị khô quá nhiều. tớ có một da đầu nhạy cảm."
ChLost,dryer_ulrich_002,I thought Xana would never dare touch Odd the Magnificent's hair.,tớ tưởng Xana sẽ không bao giờ dám chạm vào tóc của Odd the Magnificent.
ChLost,newHaircut_odd_001,I can't stand that workload anymore..,tớ không thể chịu đựng được khối lượng công việc đó nữa..
ChLost,newHaircut_ulrich_001,"It's okay, we only started three months ago... Two months in your case!","Không sao đâu, chúng mình chỉ mới bắt đầu ba tháng trước... Trong trường hợp của cậu là hai tháng!"
ChLost,newHaircut_odd_002,"Ah! You think I was on vacation for a month, is that it?",À! cậu nghĩ tớ đã đi nghỉ một tháng phải không?
ChLost,newHaircut_ulrich_002,"Well. I might be bad at math, but one and two makes three months!","Tốt. tớ có thể kém môn toán, nhưng một cộng hai bằng ba tháng!"
ChLost,newHaircut_odd_003,I was in Spain with my sisters!,tớ đã ở Tây Ban Nha với các chị gái của tớ!
ChLost,newHaircut_ulrich_003,"Well, yes, that's what I'm saying, you were on vacation for a month!","Vâng, đó chính là điều tớ đang nói, cậu đã đi nghỉ được một tháng!"
ChLost,newHaircut_odd_004,"...It wasn't a vacation, it was hell!
With them, I get the worst jokes possible.","...Đó không phải là một kỳ nghỉ, đó là địa ngục!
Với họ, tớ nhận được những câu chuyện cười tồi tệ nhất có thể."
ChLost,newHaircut_ulrich_004,What kind of joke?,Trò đùa kiểu gì vậy?
ChLost,newHaircut_odd_005,"Like hiding your plane ticket in the house! In the end, no one found it!","Giống như giấu vé máy bay trong nhà vậy! Cuối cùng, không ai tìm thấy nó!"
ChLost,newHaircut_jeremie_001,Oh really? And your parents... How did they react?,Ồ vậy ư? Và bố mẹ cậu... Họ phản ứng thế nào?
ChLost,newHaircut_odd_006,"My parents? They laughed at it: they said it didn't matter, we were 'in no hurry'.","Bố mẹ tớ? Họ cười nhạo: họ nói không sao đâu, chúng tớ 'không vội'."
ChLost,newHaircut_odd_007,So we waited to get some cheap tickets... They only swear by the plane.,Thế là chúng tớ chờ đợi để có được vé rẻ... Họ chỉ chửi thề trên máy bay.
ChLost,newHaircut_ulrich_005,What a family...,Thật là một gia đình...
ChLost,newHaircut_ulrich_006,"My father, if he could buy me a private jet so I wouldn't miss the first day of school, he wouldn't hesitate.","Bố tớ, nếu ông có thể mua cho tớ một chiếc máy bay riêng để tớ không phải lỡ ngày đầu tiên đến trường thì ông sẽ không ngần ngại."
ChLost,newHaircut_odd_008,Classy!,Đẳng cấp!
ChLost,cookStory_rosa_001,"Ah Jim, good to see you! I need help!","Ah Jim, rất vui được gặp bạn! Tôi cần giúp đỡ!"
ChLost,cookStory_jim_001,"Ah ha, finally! I'm glad you asked.
I was a chef at the Élysée Palace, you know, and...","A ha, cuối cùng! thầy/cô rất vui vì em đã hỏi.
thầy/cô từng là đầu bếp ở Điện Élysée, em biết đấy, và..."
ChLost,cookStory_jim_002,But maybe It's not the time to talk about it?,Nhưng có lẽ đây không phải là lúc để nói về chuyện đó?
ChLost,cookStory_rosa_002,Oh for god's sake Jim! I need your help to find Frankie!,"Ôi Chúa ơi, Jim! Tôi cần sự giúp đỡ của bạn để tìm Frankie!"
ChLost,cookStory_jim_003,You..what?,em..gì cơ?
ChLost,cookStory_rosa_003,Frankie! My ladle! The one I used everyday.,Frankie! Cái muôi của tôi! Cái mà tôi sử dụng hàng ngày.
ChLost,cookStory_jim_004,"You named your ladle ""Frankie""?","em đặt tên cho cái muôi của mình là ""Frankie""?"
ChLost,cookStory_rosa_004,"You named your punching bag ""Rambo""!","Bạn đặt tên cho bao đấm của mình là ""Rambo""!"
ChLost,cookStory_jim_005,Fair point.,Điểm công bằng.
ChLost,histoireSleepStart_gilles_001,You have half an hour. Grab your pens!,Bạn có nửa giờ. Lấy bút của bạn!
ChLost,histoireSleepStart_gilles_002,In silence. Thank you.,Trong im lặng. Cảm ơn.
ChLost,histoireSleepStart_gilles_003,Let's avoid waking up Mr. Della Robbia.,Hãy tránh đánh thức ông Della Robbia.
ChLost,histoireSleepEnd_gilles_001,Ah Della Robbia! Did you sleep well?,Ôi Della Robbia! Bạn ngủ có ngon không?
ChLost,histoireSleepEnd_gilles_002,You will write me an essay about your dream.,Bạn sẽ viết cho tôi một bài luận về ước mơ của bạn.
ChLost,histoire2_gilles_001,"It's not going well Odd, do you want to talk about it?","Mọi chuyện không được tốt lắm. Odd, bạn có muốn nói về chuyện đó không?"
ChLost,histoire2_ulrich_001,"I don't believe it, Mr. Fumet has compassion for Odd's sleep.","tớ không tin, ông Fumet lại thương xót giấc ngủ của Odd."
ChLost,histoire2_jeremie_001,He was maybe like him in class,Có lẽ cậu ấy giống cậu ấy ở lớp
ChLost,histoire2_gilles_002,"You know, Odd, sleep is like a good book, you have to know how to savor it.","Bạn biết không, Odd, giấc ngủ giống như một cuốn sách hay, bạn phải biết thưởng thức nó."
ChLost,histoire2_odd_001,"But I savor it, I assure you.","Nhưng tớ thích nó, tớ đảm bảo với cậu."
ChLost,histoire3_herve_001,Sir! Odd is still asleep!,Thưa ông! Odd vẫn đang ngủ!
ChLost,histoire3_gilles_001,"Being quiet in class means respecting other people's sleep, Hervé!","Im lặng trong lớp nghĩa là tôn trọng giấc ngủ của người khác, Hervé!"
ChLost,histoire3_herve_002,But...but!,Nhưng...nhưng!
ChLost,histoire3_gilles_002,You will copy it for me a hundred times.,Bạn sẽ sao chép nó cho tôi hàng trăm lần.
ChLost,histoire3_ulrich_001,"(I admit it annoys me when he defends Odd, but this time it feels good)","(tớ thừa nhận rằng tớ thấy khó chịu khi cậu ấy bảo vệ Odd, nhưng lần này tớ cảm thấy rất vui)"
ChLost,else_yumi_001,Do you know if things will be different between me and...?,cậu có biết liệu mọi chuyện sẽ khác giữa tớ và...?
ChLost,else_jeremie_001,...,
ChLost,else_jeremie_002,... Do you want that relationship to evolve differently?,... cậu có muốn mối quan hệ đó tiến triển khác đi không?
ChLost,else_yumi_002,... Not exactly... I'm just... curious.,... Không hẳn... tớ chỉ... tò mò thôi.
ChLost,aelitaRelation2_jeremie_001,She hasn't answered my calls for two days.,Cô ấy đã không trả lời cuộc gọi của tớ trong hai ngày.
ChLost,aelitaRelation2_ulrich_001,Does he ever give you that much of a hard time?,cậu ấy có bao giờ làm khó cậu đến thế không?
ChLost,aelitaRelation2_jeremie_002,No. I think I made a big mistake there.,Không. tớ nghĩ tớ đã phạm sai lầm lớn ở đó.
ChLost,aelitaRelation2_ulrich_002,Are you planning to send her digital flowers?,cậu có dự định gửi hoa kỹ thuật số cho cô ấy không?
ChLost,aelitaRelation2_odd_001,A quick email and it's sorted!,Một email nhanh chóng và nó đã được sắp xếp!
ChLost,aelitaRelation2_jeremie_003,"Aelita is not one of your conquests, Odd.","Aelita không phải là một trong những cuộc chinh phục của cậu, Odd."
ChLost,aelitaRelation2_odd_002,"Because I'm kind enough to let you have it, that's all!","Bởi vì cậu có lòng tốt để cho tớ có được nó, thế thôi!"
ChLost,dormsDifferences_jim_001,"Mixing girls' and boys' rooms on the same landing, you're not thinking about it?!","Trộn phòng nam và nữ trên cùng một chiếu nghỉ, em không nghĩ tới sao?!"
ChLost,dormsDifferences_jim_002,We can fill the hallways with students doing stupid things a little bit at a time.,Chúng ta có thể lấp đầy hành lang với những học sinh làm những điều ngu ngốc từng chút một.
ChLost,japanDifferences_jeremie_001,relationships within the high school?,mối quan hệ trong trường trung học?
ChLost,japanDifferences_akiko_001,"Aïmi — The relationship we have with our ""class"" is very powerful. It's very different from France in this respect.",Aïmi — Mối quan hệ giữa chúng tôi với “giai cấp” của mình rất bền chặt. Nó rất khác với Pháp về mặt này.
ChLost,japanDifferences_akiko_002,"There are about forty of us students, and we spend a year together. The class is truly a small family, a closed world, a world of closeness.","Chúng tôi có khoảng bốn mươi sinh viên và chúng tôi ở cùng nhau một năm. Lớp học thực sự là một gia đình nhỏ, một thế giới khép kín, một thế giới gần gũi."
ChLost,japanDifferences_akiko_003,"We don't change rooms (except for very specific classes, like drawing or music...), it's the teachers who move...","Chúng tôi không đổi phòng (ngoại trừ những lớp rất cụ thể, như vẽ hay âm nhạc...), chính giáo viên là người chuyển..."
ChLost,japanDifferences_akiko_004,"We don't change seats either. We always sit next to the same person, without having chosen this neighbor.",Chúng tôi cũng không đổi chỗ. Chúng ta luôn ngồi cạnh cùng một người mà không hề chọn người hàng xóm này.
ChLost,classH_suzanne_001,"Odd, did you understand the assignment?","Kỳ lạ, bạn có hiểu bài tập không?"
ChLost,classH_odd_001,YES !,ĐÚNG !
ChLost,classH_suzanne_002,...,
ChLost,classH_suzanne_003,"Well, I guess everyone can understand!","Vâng, tôi đoán mọi người đều có thể hiểu được!"
ChLost,classH_suzanne_004,Silence! Pop quiz!,Im lặng! Câu đố nổi bật!
ChLost,classH_jeremie_001,Beep beep beep,Bíp bíp bíp
ChLost,classH_suzanne_005,What did I say? Silence!,Tôi đã nói gì cơ? Im lặng!
ChLost,classH_jeremie_002,"Um, ma'am, can I take Odd to the infirmary? He's not feeling well!","Ừm, thưa bà, tớ có thể đưa Odd đến bệnh xá được không? cậu ấy cảm thấy không khỏe!"
ChLost,classH_suzanne_006,Ah good,À tốt
ChLost,classH_ulrich_001,"Yeah, same thing!","Vâng, điều tương tự!"
ChLost,classH_suzanne_007,"One person seems quite sufficient to me, Mr. Stern. And you'll need all the time.","Đối với tôi chỉ một người là đủ rồi, ông Stern. Và bạn sẽ cần mọi lúc."
ChLost,classH_jeremie_003,"No response from Yumi. We'll call her back once we get there.
Let's go through the boiler room!","Không có phản hồi từ Yumi. Chúng tớ sẽ gọi lại cho cô ấy khi chúng tớ đến đó.
chúng mình hãy đi qua phòng nồi hơi!"
ChLost,cc_odd_001,Come ooon! Let me help you and I'll make you a guest star in my next short film!,Thôi nào! Hãy để tớ giúp cậu và tớ sẽ mời cậu làm khách mời trong bộ phim ngắn tiếp theo của tớ!
ChLost,cc_jim_001,I thought it was already written.,thầy/cô tưởng nó đã được viết rồi.
ChLost,cc_odd_002,"Yeah, in my head! And you know, we always have some space for a cameo of good old Jim!","Vâng, trong đầu tớ! Và cậu biết đấy, chúng mình luôn có chỗ cho sự xuất hiện của Jim già tốt bụng!"
ChLost,cc_jim_002,It's Mister Moralès Della Robbia!,Đó là ông Mởralès Della Robbia!
ChLost,doubtsBN_bastien_001,I heard that Odd is preparing a new short film for the next movie night.,Tôi nghe nói Odd đang chuẩn bị một bộ phim ngắn mới cho đêm chiếu phim tiếp theo.
ChLost,doubtsBN_bastien_002,"He's too good, I feel like I won't be able to beat him this year either...","Anh ấy quá giỏi, tôi cảm thấy năm nay mình cũng không thể đánh bại anh ấy được..."
ChLost,interviewOLD_milly_001,"Hey, [PlayerName].
Have you watched it?","Này,[ChơierName].
Bạn đã xem nó chưa?"
ChLost,interviewOLD_jeremie_001,"...What...
Watched what now?","...Cái gì...
Đã xem gì bây giờ?"
ChLost,interviewOLD_tamiya_001,"The movie! We're doing a poll. Everyone seems
to say says it's the best of the saga so far!","Bộ phim! Chúng tôi đang thực hiện một cuộc thăm dò ý kiến. Mọi người dường như
có thể nói đây là câu chuyện hay nhất cho đến nay!"
ChLost,interviewOLD_jeremie_002,Which movie?,Phim nào?
ChLost,interviewOLD_milly_002,"You really do live in a cave, you know!","Bạn thực sự sống trong một hang động, bạn biết đấy!"
ChLost,interviewOLD_jeremie_003,"Ah! No, I got it! The movie with the wizards
in a school?","À! Không, tớ hiểu rồi! Phim cùng phù thủy
trong một trường học?"
ChLost,interviewOLD_milly_003,"Of course!... Oh... That means you didn't watch it.
What a shame.","Tất nhiên rồi!... Ồ... Nghĩa là bạn chưa xem.
Thật là xấu hổ."
ChLost,interviewOLD_jeremie_004,"Sorry, girls.
I prefer more...realistic movies.","Xin lỗi các cô gái.
tớ thích...phim thực tế hơn."
ChLost,libraryHeist_odd_001,"Hey, wait, where are you going? The dorms are on the other side.","Này, chờ đã, cậu đi đâu vậy? Ký túc xá ở phía bên kia."
ChLost,libraryHeist_jeremie_001,I need a programming book that is at the library.,tớ cần một cuốn sách lập trình ở thư viện.
ChLost,libraryHeist_odd_002,There? Now? In the middle of the night?,Ở đó? Hiện nay? Vào giữa đêm?
ChLost,libraryHeist_jeremie_002,"By waking XANA, I put everyone in danger. There's not a minute to lose!
And besides... It's just a locked door.","Bằng cách đánh thức XANA, tớ đã khiến mọi người gặp nguy hiểm. Không có một phút nào để mất!
Và hơn nữa... Nó chỉ là một cánh cửa bị khóa."
ChLost,libraryHeist_odd_003,"Oh yeah. When you say you don't like the rules.
You REALLY don't like them.","Ồ vâng. Khi cậu nói rằng cậu không thích các quy tắc.
cậu THỰC SỰ không thích chúng."
ChLost,libraryHeist_odd_004,But can't you put the megacomputer to sleep? While you find a solution?,Nhưng cậu không thể để siêu máy tính ngủ được sao? Trong khi cậu tìm thấy một giải pháp?
ChLost,libraryHeist_jeremie_003,"Supercomputer, not megacomputer. And no, it only works by hibernation or complete shutdown.","Siêu máy tính, không phải siêu máy tính. Và không, nó chỉ hoạt động ở chế độ ngủ đông hoặc tắt hoàn toàn."
ChLost,libraryHeist_odd_005,And then?,Và sau đó?
ChLost,libraryHeist_jeremie_004,"Have you seen the look on the gear?
Imagine there's a glitch when you turn it back on, the data gets erased, and we lose Aelita? Have you thought about that?","cậu đã nhìn thấy vẻ ngoài của thiết bị chưa?
Hãy tưởng tượng có trục trặc khi cậu bật lại, dữ liệu bị xóa và chúng mình mất Aelita? cậu đã nghĩ về điều đó chưa?"
ChLost,libraryHeist_odd_006,"Um, no. You thought of all that in less than 24 hours?
That's crazy.","Ừm, không. cậu nghĩ ra tất cả những điều đó trong vòng chưa đầy 24 giờ?
Điều đó thật điên rồ."
ChLost,libraryHeistSuite_jeremie_001,"So, can I count on you?",Vậy tớ có thể trông cậy vào cậu được không?
ChLost,libraryHeistSuite_odd_001,"Saving a princess in a virtual world? I was born for this, Einstein!","Cứu công chúa ở thế giới ảo? tớ sinh ra là vì điều này, Einstein!"
ChLost,libraryHeistSuite_jeremie_002,"I meant, could you watch the entrance and let me know if Jim shows up?","Ý tớ là, cậu có thể canh lối vào và cho tớ biết nếu Jim xuất hiện không?"
ChLost,libraryHeistSuite_odd_002,"Oh! Yes, of course!",Ồ! Vâng tất nhiên!
ChLost,cantFindBook_jeremie_001,It's not possible. The book is nowhere to be found ...,Điều đó là không thể. Cuốn sách không được tìm thấy ở đâu cả...
ChLost,cantFindBook_jeremie_002,"But... Yes, it can only be him who took it...","Nhưng... Đúng vậy, chỉ có thể là hắn lấy đi..."
ChLost,cantFindBookResolution_jeremie_001,Is that your definition of monitoring the entrance?,Đó có phải là định nghĩa của cậu về việc giám sát lối vào không?
ChLost,cantFindBookResolution_odd_001,We hadn't established a code. I wasn't going to jump into the lion's den to warn you.,Chúng tớ đã không thiết lập một quy tắc. tớ không định nhảy vào hang sư tử để cảnh báo cậu.
ChLost,cantFindBookResolution_jeremie_002,"Well, we'll have to think of something for next time.","Được rồi, chúng mình sẽ phải nghĩ ra điều gì đó cho lần sau."
ChLost,cantFindBookResolution_odd_002,What next time?,Lần sau thì sao?
ChLost,gymArriveAlertOLD_jeremie_001,So you don't answer the phone?,Vậy là cậu không trả lời điện thoại?
